,user,id,text,created_at,clean_text,polarity,subjectivity,sentiment,neg,neu,pos,compound,topic_id,topic
10,@naa_two,847090870423900161,@LambaBhavesh 😘,2017-03-29 14:19:36+00:00,,0.0,0.0,neutral,0.0,0.0,0.0,0.0,0,Politics
11,@naa_two,847090828719874048,"RT @LambaBhavesh: Thanku @Naa_Two for dis pic 😘 
#BlazerDay #OneLastTime https://t.co/mN4OoNqozK",2017-03-29 14:19:26+00:00,thanku two for dis pic blazerday onelasttime,0.0,0.0,neutral,0.0,1.0,0.0,0.0,2,Unknown
12,@naa_two,805758197558546432,RT @coolfunnytshirt: Senselessational Media!,2016-12-05 12:58:19+00:00,senselessational media,0.0,0.0,neutral,0.0,1.0,0.0,0.0,2,Unknown
13,@naa_two,805756637608808448,Live commentary on #Jayalalithaa since last night. Isn't there anything else happening in this country!? What has the media come to! -_-,2016-12-05 12:52:07+00:00,live commentary on jayalalithaa since last night isn t there anything else happening in this country what has the media come to,0.06818181818181818,0.2833333333333333,neutral,0.0,1.0,0.0,0.0,2,Unknown
14,@naa_two,750901307473551360,@sureshpprabhu @RailMinIndia Some mail train has been stranded between CST and Byculla for the past 40+ mins. I guess thats the issue! (3/n),2016-07-07 03:56:37+00:00,some mail train has been stranded between cst and byculla for the past 40 mins i guess thats the issue 3 n,-0.25,0.25,neutral,0.0,1.0,0.0,0.0,1,Cricket
15,@naa_two,705012409111478272,"""India is Indira. Indira is India.""

Dementia of epic proportions here.

https://t.co/emWJHYvyNe",2016-03-02 12:50:31+00:00,india is indira indira is india dementia of epic proportions here,0.1,0.4,neutral,0.0,1.0,0.0,0.0,0,Politics
16,@naa_two,684922536329519104,"RT @mumbaiheritage: The 1st Marathi fortnightly newspaper 'Durpan' (a bilingual) ws started by Balshastri Jambhekar on this day,in 1832. ht…",2016-01-07 02:20:32+00:00,the 1st marathi fortnightly newspaper durpan a bilingual ws started by balshastri jambhekar on this day in 1832 ht,0.0,0.0,neutral,0.0,1.0,0.0,0.0,0,Politics
17,@naa_two,684736586127249408,RT @indiantweeter: Twitter icon after character limit change to 10K. https://t.co/TT61xYR3sR,2016-01-06 14:01:38+00:00,twitter icon after character limit change to 10k,0.0,0.0,neutral,0.0,1.0,0.0,0.0,0,Politics
18,@naa_two,662257945674194945,"RT @TodaysChanakya: #TCExitPoll #BiharElections @AmitShah @narendramodi @BJP4India 
Seat Projection
BJP+: 155  ± 11 Seats
JDU+: 83 ± 9 Seat…",2015-11-05 13:19:33+00:00,tcexitpoll biharelections seat projection bjp 155 11 seats jdu 83 9 seat,0.0,0.0,neutral,0.0,1.0,0.0,0.0,0,Politics
19,@naa_two,660050047929704449,RT @dna: How #ISRO will provide India with its own Global Positioning System by March 2016 https://t.co/FFRfmPpfo0 https://t.co/I8011UywK7,2015-10-30 11:06:09+00:00,how isro will provide india with its own global positioning system by march 2016,0.3,0.5,neutral,0.0,1.0,0.0,0.0,1,Cricket
20,@naa_two,659940473646088192,"RT @KyaUkhaadLega: ""Indrani Keeps Karwa Chauth Fast For,
To Whomsoever It May Concern...!!!..."" is now trending on whatsapp along with Gm a…",2015-10-30 03:50:44+00:00,indrani keeps karwa chauth fast for to whomsoever it may concern is now trending on whatsapp along with gm a,0.2,0.6,neutral,0.0,1.0,0.0,0.0,2,Unknown
21,@naa_two,658833003431374849,RT @NitiCentral: #CongressRevolt - Why Jyodiraditya Scindia can chart independent path https://t.co/xDggoxuD1d https://t.co/klpMQV3p0i,2015-10-27 02:30:03+00:00,congressrevolt why jyodiraditya scindia can chart independent path,0.0,0.125,neutral,0.0,1.0,0.0,0.0,0,Politics
22,@naa_two,658268292956557312,Shikhar Dhawan wicket fekne ki puri koshish karte hue. #IndvSA,2015-10-25 13:06:05+00:00,shikhar dhawan wicket fekne ki puri koshish karte hue indvsa,0.0,0.0,neutral,0.0,1.0,0.0,0.0,2,Unknown
23,@naa_two,658267262801960960,"Pehle Mohit, fir Rohit, fir Anushka..

Sharmas form mein hain aaj ke din!

#IndvSA",2015-10-25 13:02:00+00:00,pehle mohit fir rohit fir anushka sharmas form mein hain aaj ke din indvsa,0.0,0.0,neutral,0.0,1.0,0.0,0.0,1,Cricket
24,@naa_two,658266745044492291,Abhi follow on lagega. Bc. 😂 #IndvSA,2015-10-25 12:59:56+00:00,abhi follow on lagega bc indvsa,0.0,0.0,neutral,0.0,1.0,0.0,0.0,2,Unknown
25,@naa_two,658264525565636609,"RT @KyaUkhaadLega: Pic 1 : International Fast Bowlers
Pic2 : Indian Fast Bowlers https://t.co/QJQat0b9Rk",2015-10-25 12:51:07+00:00,pic 1 international fast bowlers pic2 indian fast bowlers,0.13333333333333333,0.39999999999999997,neutral,0.0,1.0,0.0,0.0,0,Politics
26,@naa_two,658260258968567808,"RT @dhaikilokatweet: Kapil- चलो फास्ट बाॅलिंग करके दिखाओ

Binny- *Bowls at a speed of 80 kms/hr*

Kapil- पेस कहां है ??

Binny- वो तो टेनिस…",2015-10-25 12:34:10+00:00,kapil binny bowls at a speed of 80 kms hr kapil binny,0.0,0.0,neutral,0.0,1.0,0.0,0.0,0,Politics
27,@naa_two,658260059139366913,"And that was vs Canada back in 2011. (Gulp)^2

RT @Trendulkar: Stat: Only once has a team scored 300+ total at Wankhede. Gulp.",2015-10-25 12:33:22+00:00,and that was vs canada back in 2011 gulp 2 stat only once has a team scored 300 total at wankhede gulp,0.0,0.5833333333333334,neutral,0.0,1.0,0.0,0.0,0,Politics
28,@naa_two,658259604384559104,"RT @FaaduTweets: Kapil Dev: Mast! Ek bhi run nahi aaya peechle 10 minton mein.
Harsha Bhogle: Sir, drinks break hai.",2015-10-25 12:31:34+00:00,kapil dev mast ek bhi run nahi aaya peechle 10 minton mein harsha bhogle sir drinks break hai,0.0,0.0,neutral,0.0,1.0,0.0,0.0,0,Politics
29,@naa_two,658257529214910464,Now counting on Rohit Sharma to score a 300! 🙈 #IndvSA,2015-10-25 12:23:19+00:00,now counting on rohit sharma to score a 300 indvsa,0.0,0.0,neutral,0.0,1.0,0.0,0.0,2,Unknown
30,@naa_two,658256536590880768,"438. Chutzpah. 🙈
#IndvSA",2015-10-25 12:19:22+00:00,438 chutzpah indvsa,0.0,0.0,neutral,0.0,1.0,0.0,0.0,2,Unknown
31,@naa_two,658158333925298176,That RT thread. Fucking epic. 😂 @BeninCitizen,2015-10-25 05:49:09+00:00,that rt thread fucking epic,0.1,0.4,neutral,0.0,1.0,0.0,0.0,0,Politics
32,@naa_two,658157480464154628,"RT @BeninCitizen: Homophobia: you think it's unnatural that your mum doesn't do the washing. Against gods will, even",2015-10-25 05:45:45+00:00,homophobia you think it s unnatural that your mum doesn t do the washing against gods will even,0.0,0.0,neutral,0.0,1.0,0.0,0.0,0,Politics
33,@naa_two,658157451066212352,RT @BeninCitizen: Hip hop: everyday im hustling/ every day I'm hustling/ when I bring the basket/mama put the washing in.,2015-10-25 05:45:38+00:00,hip hop everyday im hustling every day i m hustling when i bring the basket mama put the washing in,-0.2,0.6,neutral,0.0,1.0,0.0,0.0,2,Unknown
34,@naa_two,658157398461321216,"RT @BeninCitizen: Cat-calling: your mum does the washing. 
You wolf whistle at her. You are oblivious as to how fucking creepy this is.",2015-10-25 05:45:26+00:00,cat calling your mum does the washing you wolf whistle at her you are oblivious as to how fucking creepy this is,-0.5,1.0,neutral,0.0,1.0,0.0,0.0,1,Cricket
35,@naa_two,658157307281338368,RT @BeninCitizen: Sexism: of course your mum does the washing. Duh.,2015-10-25 05:45:04+00:00,sexism of course your mum does the washing duh,-0.3,0.6,neutral,0.0,1.0,0.0,0.0,1,Cricket
36,@naa_two,658157269679386624,RT @BeninCitizen: Americanism: your mum does the washing. It's in the constitution. END OF DISCUSSION.,2015-10-25 05:44:55+00:00,americanism your mum does the washing it s in the constitution end of discussion,0.0,0.0,neutral,0.0,1.0,0.0,0.0,2,Unknown
37,@naa_two,658157036807450628,RT @BeninCitizen: White feminism: your mum hired a woman of color to do the washing,2015-10-25 05:44:00+00:00,white feminism your mum hired a woman of color to do the washing,0.0,0.0,neutral,0.0,1.0,0.0,0.0,1,Cricket
38,@naa_two,658157020898439168,RT @BeninCitizen: Gamergateism: your mum mentioned in her blog she did the washing. You doxed her,2015-10-25 05:43:56+00:00,gamergateism your mum mentioned in her blog she did the washing you doxed her,0.0,0.0,neutral,0.0,1.0,0.0,0.0,2,Unknown
39,@naa_two,658156908273012736,RT @BeninCitizen: Nazism: your mum does the washing. You gas the laundry room.,2015-10-25 05:43:29+00:00,nazism your mum does the washing you gas the laundry room,0.0,0.0,neutral,0.0,1.0,0.0,0.0,1,Cricket
40,@naa_two,658156213717196800,RT @BeninCitizen: Feminism: your mum insists you grow up and do your own washing.,2015-10-25 05:40:43+00:00,feminism your mum insists you grow up and do your own washing,0.6,1.0,neutral,0.0,1.0,0.0,0.0,1,Cricket
41,@naa_two,658156180829671424,RT @BeninCitizen: Patriarchy: your mum doesn't exist. The washing is mysteriously done,2015-10-25 05:40:36+00:00,patriarchy your mum doesn t exist the washing is mysteriously done,0.0,1.0,neutral,0.0,1.0,0.0,0.0,1,Cricket
42,@naa_two,658156114228330496,RT @BeninCitizen: Communism: your mum does the washing. You do the washing. Every night you salute a photo of your dad.,2015-10-25 05:40:20+00:00,communism your mum does the washing you do the washing every night you salute a photo of your dad,0.0,0.0,neutral,0.0,1.0,0.0,0.0,1,Cricket
43,@naa_two,658156114228330496,RT @BeninCitizen: Communism: your mum does the washing. You do the washing. Every night you salute a photo of your dad.,2015-10-25 05:40:20+00:00,communism your mum does the washing you do the washing every night you salute a photo of your dad,0.0,0.0,neutral,0.0,1.0,0.0,0.0,1,Cricket
44,@naa_two,658155722102861824,"RT @Sunday_Standard: Read @sgurumurthy's column: Narendra Modi and the National Discourse
https://t.co/jsxRv6hEQd https://t.co/LGhn3Y1ppa",2015-10-25 05:38:46+00:00,read s column narendra modi and the national discourse,0.0,0.0,neutral,0.0,1.0,0.0,0.0,0,Politics
45,@naa_two,657385374029860864,RT @Bhai_saheb: Process of indian cricket team Captaincy Transfer.. #IndvsSA https://t.co/beDnkxx8is,2015-10-23 02:37:41+00:00,process of indian cricket team captaincy transfer indvssa,0.0,0.0,neutral,0.0,1.0,0.0,0.0,2,Unknown
46,@naa_two,657384718707634176,"RT @MohitParmarr: Nano Mein Sapna, Sapne Mein Sajna.
.
.
.
.
.
.
.
.
Aur Sapna Ne Nano Thok Di",2015-10-23 02:35:05+00:00,nano mein sapna sapne mein sajna aur sapna ne nano thok di,0.0,0.0,neutral,0.0,1.0,0.0,0.0,1,Cricket
47,@naa_two,657058267739398144,RT @rahulroushan: NDTV sources are NDTV journalists after 3 pegs https://t.co/zae4fhstq6,2015-10-22 04:57:53+00:00,ndtv sources are ndtv journalists after 3 pegs,0.0,0.0,neutral,0.0,1.0,0.0,0.0,0,Politics
48,@naa_two,657054778006990848,"RT @ROFLaaLa: Alcohol is highly flammable.
Today drink few pegs and smoke a cigarette to burn the Raavan inside you 
#HappyDussehra",2015-10-22 04:44:01+00:00,alcohol is highly flammable today drink few pegs and smoke a cigarette to burn the raavan inside you happydussehra,-0.020000000000000004,0.31999999999999995,neutral,0.0,1.0,0.0,0.0,0,Politics
49,@naa_two,650631163795521536,"RT @Being_Humor: And also ""troll Presstitutes"".  https://t.co/y4jZrvLKmi",2015-10-04 11:18:52+00:00,and also troll presstitutes,0.0,0.0,neutral,0.0,1.0,0.0,0.0,1,Cricket
50,@naa_two,650622700084310016,RT @BabbarIsBack: BC Rajdeep Colaba me rehta he ya Gokuldham Society me? 😂😂😂 https://t.co/H4nvPDsgHa,2015-10-04 10:45:14+00:00,bc rajdeep colaba me rehta he ya gokuldham society me,0.0,0.0,neutral,0.0,1.0,0.0,0.0,2,Unknown
51,@naa_two,650622669956648961,RT @Madan_Chikna: Itne toh chawls mein rehte hai 😂 http://t.co/MiJiSWWbA7,2015-10-04 10:45:07+00:00,itne toh chawls mein rehte hai,0.0,0.0,neutral,0.0,1.0,0.0,0.0,1,Cricket
52,@naa_two,649516144311664640,"RT @htTweets: #BlackMoney drive brings Rs 3,770 crore to government’s kitty http://t.co/d7pxL5R31M http://t.co/z08EeGGduq",2015-10-01 09:28:10+00:00,blackmoney drive brings rs 3 770 crore to government s kitty,0.0,0.0,neutral,0.0,1.0,0.0,0.0,1,Cricket
53,@naa_two,649515657931829248,RT @Madan_Chikna: Kanpur Graffiti is made out of Gutka.,2015-10-01 09:26:14+00:00,kanpur graffiti is made out of gutka,0.0,0.0,neutral,0.0,1.0,0.0,0.0,0,Politics
54,@naa_two,649515657931829248,RT @Madan_Chikna: Kanpur Graffiti is made out of Gutka.,2015-10-01 09:26:14+00:00,kanpur graffiti is made out of gutka,0.0,0.0,neutral,0.0,1.0,0.0,0.0,0,Politics
55,@naa_two,649513019068649472,"RT @akshaykanitkar: Black coloured polythene was invented so that Indians can carry non veg, alcohol and sanitary pads in it",2015-10-01 09:15:45+00:00,black coloured polythene was invented so that indians can carry non veg alcohol and sanitary pads in it,-0.16666666666666666,0.43333333333333335,neutral,0.0,1.0,0.0,0.0,1,Cricket
56,@naa_two,639641878233657344,RT @the_hindu: Aurangzeb Road is now Abdul Kalam Road http://t.co/WqCZTTUDy8 http://t.co/5qBsTZpdZE,2015-09-04 03:31:22+00:00,aurangzeb road is now abdul kalam road,0.0,0.0,neutral,0.0,1.0,0.0,0.0,2,Unknown
57,@naa_two,636761951213776896,RT @girirajsinghbjp: Lalu Yadav is out of Maha gathbandhan Poster...now out of @NitishKumar &amp; Kejriwal program..it must be pinching for Lal…,2015-08-27 04:47:34+00:00,lalu yadav is out of maha gathbandhan poster now out of amp kejriwal program it must be pinching for lal,0.0,0.0,neutral,0.0,1.0,0.0,0.0,2,Unknown
58,@naa_two,636725112717180928,"RT @coolfunnytshirt: The way Media is discussing the Mukherjea family, some of them might end up finally in the Bigg Boss house.",2015-08-27 02:21:11+00:00,the way media is discussing the mukherjea family some of them might end up finally in the bigg boss house,0.0,1.0,neutral,0.0,1.0,0.0,0.0,1,Cricket
59,@naa_two,636724840414613504,RT @timesofindia: .@Microsoft's MobileFusion app turns your phone into a 3D scanner http://t.co/WgSn9Ixxfj http://t.co/NaaosAUBtr,2015-08-27 02:20:06+00:00,s mobilefusion app turns your phone into a 3d scanner,0.0,0.0,neutral,0.0,1.0,0.0,0.0,1,Cricket
60,@naa_two,636724124933423104,RT @firstpost: ASI unearths 3000-year-old city near Madurai http://t.co/rs4uQz2NlY http://t.co/orUKIDXgHs,2015-08-27 02:17:15+00:00,asi unearths 3000 year old city near madurai,0.1,0.30000000000000004,neutral,0.0,1.0,0.0,0.0,1,Cricket
61,@naa_two,633099681577369600,"RT @MEAIndia: A long wait for the Indian community ends. On the occasion of PM's visit, UAE Govt decides to allot land for buildng a temple…",2015-08-17 02:15:01+00:00,a long wait for the indian community ends on the occasion of pm s visit uae govt decides to allot land for buildng a temple,-0.05,0.4,neutral,0.0,1.0,0.0,0.0,0,Politics
62,@naa_two,633096986858680320,"RT @VVSNair: Hamid Gul: ‘Father of the Taliban’ dies at 79

Fmr DG #ISI 
#Pakistan Army http://t.co/jixC164I6H",2015-08-17 02:04:18+00:00,hamid gul father of the taliban dies at 79 fmr dg isi pakistan army,0.0,0.0,neutral,0.0,1.0,0.0,0.0,0,Politics
63,@naa_two,632438284933722116,RT @coolfunnytshirt: Rangana Herath is spinning more than our Mainstream Media.,2015-08-15 06:26:51+00:00,rangana herath is spinning more than our mainstream media,0.5,0.5,neutral,0.0,1.0,0.0,0.0,2,Unknown
64,@naa_two,632438262150230016,"RT @rameshsrivats: Last Independence Day, in England. 
This Independence Day, in Sri Lanka. 
https://t.co/UDOj5WWS7r",2015-08-15 06:26:46+00:00,last independence day in england this independence day in sri lanka,0.0,0.06666666666666667,neutral,0.0,1.0,0.0,0.0,2,Unknown
65,@naa_two,632437610456088576,"Notes time pe nahin mile! 😂

RT @TimesNow: Congress VP Rahul Gandhi declines to comment on PM Narendra Modi's Independence Day speech today",2015-08-15 06:24:11+00:00,notes time pe nahin mile congress vp rahul gandhi declines to comment on pm narendra modi s independence day speech today,0.0,0.0,neutral,0.0,1.0,0.0,0.0,0,Politics
66,@naa_two,632437321565016064,RT @CrimeMasterV2: #YoKejriSoMegalomaniac http://t.co/jWyDgoM4j0,2015-08-15 06:23:02+00:00,yokejrisomegalomaniac,0.0,0.0,neutral,0.0,1.0,0.0,0.0,0,Politics
67,@naa_two,632437249863323648,"RT @kaushkrahul: Difference.
1. At Red fort, students told to make 'जय भारत'.
2. In Delhi, students asked to make 'Arvind Kejriwal'. http:/…",2015-08-15 06:22:45+00:00,difference 1 at red fort students told to make 2 in delhi students asked to make arvind kejriwal http,0.0,0.0,neutral,0.0,1.0,0.0,0.0,1,Cricket
68,@naa_two,632437249863323648,"RT @kaushkrahul: Difference.
1. At Red fort, students told to make 'जय भारत'.
2. In Delhi, students asked to make 'Arvind Kejriwal'. http:/…",2015-08-15 06:22:45+00:00,difference 1 at red fort students told to make 2 in delhi students asked to make arvind kejriwal http,0.0,0.0,neutral,0.0,1.0,0.0,0.0,1,Cricket
69,@naa_two,632430280087769092,"Ye Italy ki item ne haar kyon pehne hain I-Day pe?? Bc😂😂😂

RT @OfficeOfRG: #HappyIndependenceDay http://t.co/YVEa7tKuBK",2015-08-15 05:55:03+00:00,ye italy ki item ne haar kyon pehne hain i day pe bc happyindependenceday,0.0,0.0,neutral,0.0,1.0,0.0,0.0,0,Politics
70,@naa_two,632399055260282880,"RT @FirstpostSports: The man behind Ajinkya #Rahane's masterclass in slip-catching: Rahul Dravid. http://t.co/Vr4dkvnApY 

#SLvIND http://t…",2015-08-15 03:50:58+00:00,the man behind ajinkya rahane s masterclass in slip catching rahul dravid slvind,0.09999999999999998,0.8,neutral,0.0,1.0,0.0,0.0,0,Politics
71,@naa_two,632398496490852352,RT @KartikeyaTanna: It takes guts for a PM to say from the Red Fort that he too hasn't been able to zero in &amp; finalise yet although accepte…,2015-08-15 03:48:45+00:00,it takes guts for a pm to say from the red fort that he too hasn t been able to zero in amp finalise yet although accepte,0.25,0.3125,neutral,0.0,1.0,0.0,0.0,1,Cricket
72,@naa_two,632397521688657920,"Wonder how you give a 90min impromptu speech (and that without a glass of water around)! Take a bow, @narendramodi #JaiHind #India",2015-08-15 03:44:53+00:00,wonder how you give a 90min impromptu speech and that without a glass of water around take a bow jaihind india,0.0,0.0,neutral,0.0,1.0,0.0,0.0,0,Politics
73,@naa_two,631894190008365056,"RT @dhaikilokatweet: CID

Dr.Salunke - zara khansiye

Man-cough .. cough

Dr.Sa - fir se khansna

M- cough..cough

Dr.Sa- dats it boss.. is…",2015-08-13 18:24:49+00:00,cid dr salunke zara khansiye man cough cough dr sa fir se khansna m cough cough dr sa dats it boss is,0.0,0.0,neutral,0.0,1.0,0.0,0.0,1,Cricket
74,@naa_two,631893285880000513,"RT @akshaykanitkar: If we break Mallikarjun Kharge, we'll get:

Mallika
Arjun
Khar
Gay http://t.co/ZUMbHFILR7",2015-08-13 18:21:14+00:00,if we break mallikarjun kharge we ll get mallika arjun khar gay,0.4166666666666667,0.5833333333333334,neutral,0.0,1.0,0.0,0.0,0,Politics
75,@naa_two,631861360037523456,"RT @Shahrcasm: RaGa~ Muma 1 baat kahu?
SoGa~ Bol !
R ~ Agar Papa Anderson ko Desh se Bhagane ki Madad na karte to aj India ke pas 1 Acha Fa…",2015-08-13 16:14:22+00:00,raga muma 1 baat kahu soga bol r agar papa anderson ko desh se bhagane ki madad na karte to aj india ke pas 1 acha fa,0.0,0.0,neutral,0.0,1.0,0.0,0.0,1,Cricket
76,@naa_two,631853729700904960,RT @dna: How Fadnavis courted Gou and brought Foxconn's $5 billion to Maharashtra http://t.co/vy4Eq57vNz http://t.co/rbkupLtytD,2015-08-13 15:44:03+00:00,how fadnavis courted gou and brought foxconn s 5 billion to maharashtra,0.0,0.0,neutral,0.0,1.0,0.0,0.0,0,Politics
77,@naa_two,631661062295715840,"Coz hum to Congress ke saath hain ji!😂
#AAPCon 
RT @dna: Non-Congress, non-BJP leaders discuss Bihar polls, Arvind Kejriwal skips meet",2015-08-13 02:58:27+00:00,coz hum to congress ke saath hain ji aapcon non congress non bjp leaders discuss bihar polls arvind kejriwal skips meet,0.0,0.0,neutral,0.0,1.0,0.0,0.0,0,Politics
78,@naa_two,631658036113707008,"RT @Amankundra: GST – Sorting the Myths from the Facts - @OpIndia_com 
http://t.co/dKNc4JeN6e",2015-08-13 02:46:26+00:00,gst sorting the myths from the facts com,0.0,0.0,neutral,0.0,1.0,0.0,0.0,2,Unknown
79,@naa_two,631653060704530432,RT @narendramodi: Sharp and pointed speech by Shri @arunjaitley in the Lok Sabha today. https://t.co/tDrqdfeCir,2015-08-13 02:26:39+00:00,sharp and pointed speech by shri in the lok sabha today,-0.125,0.75,neutral,0.0,1.0,0.0,0.0,2,Unknown
80,@naa_two,631653054761140225,RT @narendramodi: A must-watch speech by @SushmaSwaraj ji in Parliament. https://t.co/Lpdg4wKcQf,2015-08-13 02:26:38+00:00,a must watch speech by ji in parliament,0.0,0.0,neutral,0.0,1.0,0.0,0.0,2,Unknown
81,@naa_two,630942721251786752,RT @rameshsrivats: Microsoft CEO -  Satya Nadella vs Sundar Pichai. Shiv Nadar also must enter the race. We can then have full Satyam Shiva…,2015-08-11 03:24:01+00:00,microsoft ceo satya nadella vs sundar pichai shiv nadar also must enter the race we can then have full satyam shiva,0.35,0.55,neutral,0.0,1.0,0.0,0.0,1,Cricket
82,@naa_two,630936978444279808,"RT @ScoopWhoop: Here's how our #drinking habits change from Early 20s to Late 20s: http://t.co/ozsiILi6yW  
#Life http://t.co/6SqS8Nm8u5",2015-08-11 03:01:12+00:00,here s how our drinking habits change from early 20s to late 20s life,-0.09999999999999999,0.44999999999999996,neutral,0.0,1.0,0.0,0.0,0,Politics
83,@naa_two,628576868594135040,RT @dna: Adani to form joint venture with Foxconn; may make iPhones in India http://t.co/iz4HGSRT6k http://t.co/YiEk1qhVMC,2015-08-04 14:42:58+00:00,adani to form joint venture with foxconn may make iphones in india,0.0,0.0,neutral,0.0,1.0,0.0,0.0,1,Cricket
84,@naa_two,628195160363433984,"@TimesNow Atal 'Bihar' Vajpayee?? @AnushkaSharma par kyu hasna, apne mainstream News channels hi itne chutiye hain.",2015-08-03 13:26:12+00:00,atal bihar vajpayee par kyu hasna apne mainstream news channels hi itne chutiye hain,0.0,0.0,neutral,0.0,1.0,0.0,0.0,2,Unknown
85,@naa_two,628162552216682497,RT @jnsbmi: Sonia Gandhi says black day for democracy. And read what Sonia said when Congress MP threw a placard at speaker http://t.co/Dsu…,2015-08-03 11:16:37+00:00,sonia gandhi says black day for democracy and read what sonia said when congress mp threw a placard at speaker,-0.16666666666666666,0.43333333333333335,neutral,0.0,1.0,0.0,0.0,2,Unknown
86,@naa_two,628162552216682497,RT @jnsbmi: Sonia Gandhi says black day for democracy. And read what Sonia said when Congress MP threw a placard at speaker http://t.co/Dsu…,2015-08-03 11:16:37+00:00,sonia gandhi says black day for democracy and read what sonia said when congress mp threw a placard at speaker,-0.16666666666666666,0.43333333333333335,neutral,0.0,1.0,0.0,0.0,2,Unknown
87,@naa_two,628162088574128129,Came across this #NoWorkNoPay thing by some @BJP4India MP. Need such stuff. Only way to stp Congis frm holding the nation at ransom.,2015-08-03 11:14:47+00:00,came across this noworknopay thing by some mp need such stuff only way to stp congis frm holding the nation at ransom,0.0,0.75,neutral,0.0,1.0,0.0,0.0,2,Unknown
88,@naa_two,626583280595238912,"Amid all this, wonder if SC would work round the clock for a random commoner? #YakubMemonHanged",2015-07-30 02:41:10+00:00,amid all this wonder if sc would work round the clock for a random commoner yakubmemonhanged,-0.35,0.45,neutral,0.0,1.0,0.0,0.0,2,Unknown
89,@naa_two,626582871013109760,"Der aaye, durust aaye. #YakubMemonHanged",2015-07-30 02:39:32+00:00,der aaye durust aaye yakubmemonhanged,0.0,0.0,neutral,0.0,1.0,0.0,0.0,2,Unknown
90,@naa_two,626231300496601088,RT @narendramodi: Penned a few thoughts on Dr. Kalam &amp; the phenomenal person that he was. http://t.co/xK2yutu33e,2015-07-29 03:22:31+00:00,penned a few thoughts on dr kalam amp the phenomenal person that he was,0.15,0.3,neutral,0.0,1.0,0.0,0.0,1,Cricket
91,@naa_two,626006615125176320,RT @RahuldaCunha: Our tribute to the 'Missile Man' http://t.co/0IOU5qQGJq,2015-07-28 12:29:42+00:00,our tribute to the missile man,0.0,0.0,neutral,0.0,1.0,0.0,0.0,1,Cricket
